-10.937500,-388.343750,-552.992188,0.704557
-6.250000,-388.343750,-552.992188,0.718884
-1.562500,-386.781250,-552.992188,0.750784
3.125000,-382.875000,-552.992188,0.812136
5.468750,-376.625000,-552.992188,0.905611
6.250000,-375.843750,-552.992188,0.913870
6.250000,-369.593750,-552.992188,0.999927
8.593750,-363.343750,-552.992188,1.051745
10.156250,-359.437500,-552.992188,1.068904
10.156250,-353.968750,-552.992188,1.092793
8.593750,-349.281250,-552.992188,1.109308
6.250000,-345.375000,-552.992188,1.116335
2.343750,-341.468750,-552.992188,1.114134
-3.906250,-339.125000,-552.992188,1.102324
-4.687500,-338.343750,-552.992188,1.094520
-11.718750,-338.343750,-552.992188,1.063853
-16.406250,-339.906250,-552.992188,1.037315
-21.093750,-343.812500,-552.992188,1.007454
-23.437500,-350.062500,-552.992188,0.990891
-24.218750,-350.843750,-552.992188,0.980000
-24.218750,-355.531250,-552.992188,0.971910
-22.656250,-361.000000,-552.992188,0.966173
-24.218750,-364.906250,-552.992188,0.916037
-24.218750,-373.500000,-552.992188,0.825388
-22.656250,-378.968750,-552.992188,0.769994
-17.968750,-385.218750,-552.992188,0.716336
-11.718750,-387.562500,-552.992188,0.714640
-10.156250,-378.187500,-561.992310,0.903758
-3.125000,-378.187500,-561.992310,0.923228
1.562500,-375.062500,-561.992310,0.969922
3.125000,-371.937500,-561.992310,1.011763
3.125000,-365.687500,-561.992310,1.089697
0.000000,-361.000000,-561.992310,1.141201
0.781250,-355.531250,-561.992310,1.171783
2.343750,-350.843750,-561.992310,1.177346
5.468750,-346.937500,-561.992310,1.158904
10.156250,-346.156250,-561.992310,1.122881
14.843750,-343.031250,-561.992310,1.062096
16.406250,-339.906250,-561.992310,1.024624
16.406250,-333.656250,-561.992310,0.969540
13.281250,-328.968750,-561.992310,0.946474
10.156250,-327.406250,-561.992310,0.951343
1.562500,-327.406250,-561.992310,0.993558
-3.906250,-328.968750,-561.992310,1.018977
-7.031250,-330.531250,-561.992310,1.033152
-10.156250,-333.656250,-561.992310,1.057912
-13.281250,-338.343750,-561.992310,1.083693
-15.625000,-343.812500,-561.992310,1.099201
-17.187500,-348.500000,-561.992310,1.097467
-18.750000,-354.750000,-561.992310,1.074747
-19.531250,-355.531250,-561.992310,1.062934
-19.531250,-368.812500,-561.992310,0.961157
-17.968750,-371.937500,-561.992310,0.939032
-13.281250,-376.625000,-561.992310,0.910562
-3.125000,-364.906250,-573.992432,1.004186
5.468750,-364.906250,-573.992432,0.986897
9.375000,-361.000000,-573.992432,0.994719
9.375000,-360.218750,-573.992432,0.999836
10.156250,-359.437500,-573.992432,0.998653
10.156250,-353.187500,-573.992432,1.022586
11.718750,-350.062500,-573.992432,1.011746
17.968750,-343.812500,-573.992432,0.932000
17.968750,-340.687500,-573.992432,0.916677
15.625000,-337.562500,-573.992432,0.921756
10.156250,-332.093750,-573.992432,0.919213
7.031250,-332.093750,-573.992432,0.939016
6.250000,-332.875000,-573.992432,0.951702
5.468750,-332.875000,-573.992432,0.955466
0.000000,-338.343750,-573.992432,1.023797
-0.781250,-338.343750,-573.992432,1.024606
-1.562500,-339.125000,-573.992432,1.031097
-2.343750,-339.125000,-573.992432,1.031097
-7.031250,-343.812500,-573.992432,1.050818
-7.031250,-344.593750,-573.992432,1.054142
-7.812500,-345.375000,-573.992432,1.054142
-7.812500,-346.156250,-573.992432,1.056641
-10.937500,-349.281250,-573.992432,1.046679
-10.937500,-355.531250,-573.992432,1.038449
-10.156250,-358.656250,-573.992432,1.029064
-7.031250,-361.781250,-573.992432,1.022586
-6.250000,-361.781250,-573.992432,1.025010
-3.906250,-376.625000,-564.992310,0.938807
0.000000,-376.625000,-564.992310,0.938807
3.125000,-371.937500,-564.992310,1.001985
3.125000,-363.343750,-564.992310,1.102415
0.781250,-360.218750,-564.992310,1.134642
2.343750,-354.750000,-564.992310,1.159085
5.468750,-350.843750,-564.992310,1.152243
10.156250,-350.062500,-564.992310,1.118633
14.843750,-346.937500,-564.992310,1.066463
16.406250,-343.812500,-564.992310,1.036991
16.406250,-333.656250,-564.992310,0.960170
10.937500,-328.187500,-564.992310,0.946996
3.125000,-328.187500,-564.992310,0.990972
0.000000,-329.750000,-564.992310,1.019941
-5.468750,-335.218750,-564.992310,1.083862
-6.250000,-335.218750,-564.992310,1.081725
-7.031250,-336.000000,-564.992310,1.087290
-7.812500,-336.000000,-564.992310,1.084290
-14.062500,-342.250000,-564.992310,1.094610
-17.187500,-346.937500,-564.992310,1.083862
-17.187500,-347.718750,-564.992310,1.085574
-17.187500,-348.500000,-564.992310,1.086861
-17.968750,-349.281250,-564.992310,1.079166
-17.968750,-361.000000,-564.992310,1.041503
-16.406250,-365.687500,-564.992310,1.017127
-15.625000,-366.468750,-564.992310,1.016325
-15.625000,-367.250000,-564.992310,1.007935
-10.156250,-372.718750,-564.992310,0.977762
-9.375000,-372.718750,-564.992310,0.981629
-6.250000,-375.843750,-564.992310,0.946622
-5.468750,-375.843750,-564.992310,0.948492
-4.687500,-375.843750,-564.992310,0.949990
-3.906250,-372.718750,-567.992310,0.978840
2.343750,-372.718750,-567.992310,0.974215
3.125000,-371.937500,-567.992310,0.982711
3.125000,-361.781250,-567.992310,1.094520
2.343750,-361.000000,-567.992310,1.103195
3.906250,-356.312500,-567.992310,1.125183
10.156250,-353.968750,-567.992310,1.092793
11.718750,-350.062500,-567.992310,1.082917
17.187500,-344.593750,-567.992310,1.010641
